Biblioteca;#/lstemplates;/Modelos RSC/Biblioteca;2;;t;t;f;t;f
Posición;;/Posición;2;;t;t;f;t;t
Perfiles (proto);#/prfhome;/Posición/Perfiles;2;;f;f;f;f;f
Nueva posición;#/vnew;/Posición/Nueva posición;2;;t;t;f;t;f
Posiciones creadas;#/vchome;/Posición/Posiciones creadas;2;;t;t;f;t;f
Posiciones asignadas;#/vcMonitor;/Posición/Posiciones asignadas;2;;t;t;f;f;t
Administración;;/Administración;2;;t;t;f;f;f
Carga Masiva;;/Administración/Carga Masiva;2;;f;f;f;f;f
Semillas Modelo;#/seeds;/Administración/Carga Masiva/Semillas Modelo;2;;f;f;f;f;f
Archivo Csv;#/csvupl;/Administración/Carga Masiva/Archivo Csv;2;;f;f;f;f;f
Modelo;;/Administración/Modelo;2;;t;t;f;f;f
Reload Core Solr;#/vprcs/3;/Administración/Modelo/Reload Core Solr;2;;t;f;f;f;f
Reclasificar;#/vprcs/4;/Administración/Modelo/Reclasificar;2;;t;t;f;f;f
Remodelar;#/vprcs/2;/Administración/Modelo/Remodelar;2;;t;f;f;f;f
Empresa;;/Administración/Empresa;2;;f;f;f;f;f
Lista de Empresas;#/ehome;/Administración/Empresa/Lista de Empresas;2;;f;f;f;f;f
CV Empresarial;#/eupd;/Administración/Empresa/CV Empresarial;2;;f;f;f;f;f
Documentos;;/Administración/Documentos;2;;t;t;f;f;t
Clasificados;#/vdc;/Administración/Documentos/Clasificados;2;;t;t;f;f;t
Sincronización;#/vprcs/1;/Administración/Documentos/Sincronización;2;;t;t;f;f;t
Roles y Permisos;;/Administración/Roles y Permisos;2;;t;t;f;f;f
Permisos;#/perm;/Administración/Roles y Permisos/Permisos;2;;t;t;f;f;f
Roles;;/Administración/Roles y Permisos/Roles;2;;t;t;f;f;f
Rol;#/rol;/Administración/Roles y Permisos/Roles/Rol;2;;t;t;f;f;f
Asignar Permisos;#/asgperm;/Administración/Roles y Permisos/Roles/Asignar Permisos;2;;t;t;f;f;f
Catálogos;#/catadm;/Administración/Catálogos;2;;f;f;f;f;f
Empresa Parametro;#/eparam;/Administración/Empresa Parametro;2;;t;t;f;f;f
